2.289789789789789864e+00 1.988128781948025458e-03 2.413540968783960560e-06	2.289789789789789864e+00 1.988128781948025458e-03 2.413540968783960560e-06
2.294794794794794868e+00 1.913259909438888400e-03 2.273057081192522065e-06	2.294794794794794868e+00 1.913259909438888400e-03 2.273057081192522065e-06
2.299799799799799871e+00 1.842821471032961679e-03 2.143128629099969638e-06	2.299799799799799871e+00 1.842821471032961679e-03 2.143128629099969638e-06
2.304804804804804874e+00 1.776464054098723716e-03 2.022783709134556709e-06	2.304804804804804874e+00 1.776464054098723716e-03 2.022783709134556709e-06
2.309809809809809877e+00 1.713872289599357480e-03 1.911156098194258750e-06	2.309809809809809877e+00 1.713872289599357480e-03 1.911156098194258750e-06
2.314814814814814881e+00 1.654760932902116580e-03 1.807472044799006471e-06	2.314814814814814881e+00 1.654760932902116580e-03 1.807472044799006471e-06
2.319819819819819884e+00 1.598871462150278306e-03 1.711038919942213666e-06	2.319819819819819884e+00 1.598871462150278306e-03 1.711038919942213666e-06
2.324824824824824887e+00 1.545969117437159292e-03 1.621235437183232439e-06	2.324824824824824887e+00 1.545969117437159292e-03 1.621235437183232439e-06
2.329829829829829890e+00 1.495840316605536726e-03 1.537503201337822535e-06	2.329829829829829890e+00 1.495840316605536726e-03 1.537503201337822535e-06
2.334834834834834894e+00 1.448290393827325866e-03 1.459339385544671391e-06	2.334834834834834894e+00 1.448290393827325866e-03 1.459339385544671391e-06
2.339839839839839897e+00 1.403141615633655710e-03 1.386290369545138199e-06	2.339839839839839897e+00 1.403141615633655710e-03 1.386290369545138199e-06
2.344844844844844900e+00 1.360231436109378802e-03 1.317946199151609681e-06	2.344844844844844900e+00 1.360231436109378802e-03 1.317946199151609681e-06
2.349849849849849903e+00 1.319410958813921515e-03 1.253935749238610401e-06	2.349849849849849903e+00 1.319410958813921515e-03 1.253935749238610401e-06
2.354854854854854906e+00 1.280543577861711045e-03 1.193922491075280129e-06	2.354854854854854906e+00 1.280543577861711045e-03 1.193922491075280129e-06
2.359859859859859910e+00 1.243503774666913052e-03 1.137600780150743694e-06	2.359859859859859910e+00 1.243503774666913052e-03 1.137600780150743694e-06
2.364864864864864913e+00 1.208176050270819450e-03 1.084692593403329657e-06	2.364864864864864913e+00 1.208176050270819450e-03 1.084692593403329657e-06
2.369869869869869916e+00 1.174453976041309839e-03 1.034944655415957260e-06	2.369869869869869916e+00 1.174453976041309839e-03 1.034944655415957260e-06
2.374874874874874919e+00 1.142239347955580986e-03 9.881259020580218151e-07	2.374874874874874919e+00 1.142239347955580986e-03 9.881259020580218151e-07
2.379879879879879923e+00 1.111441431726064959e-03 9.440252375427212704e-07	2.379879879879879923e+00 1.111441431726064959e-03 9.440252375427212704e-07
2.384884884884884926e+00 1.081976287767442372e-03 9.024495471748827457e-07	2.384884884884884926e+00 1.081976287767442372e-03 9.024495471748827457e-07
2.389889889889889929e+00 1.053766166480897895e-03 8.632219333889047956e-07	2.389889889889889929e+00 1.053766166480897895e-03 8.632219333889047956e-07
2.394894894894894932e+00 1.026738965592470694e-03 8.261801471843604343e-07	2.394894894894894932e+00 1.026738965592470694e-03 8.261801471843604343e-07
2.399899899899899935e+00 1.000827742360153741e-03 7.911751908928677429e-07	2.399899899899899935e+00 1.000827742360153741e-03 7.911751908928677429e-07
2.404904904904904939e+00 9.759702743881105893e-04 7.580700714653886514e-07	2.404904904904904939e+00 9.759702743881105893e-04 7.580700714653886514e-07
2.409909909909909942e+00 9.521086635799154213e-04 7.267386862457378165e-07	2.409909909909909942e+00 9.521086635799154213e-04 7.267386862457378165e-07
2.414914914914914945e+00 9.291889784460008244e-04 6.970648255699119861e-07	2.414914914914914945e+00 9.291889784460008244e-04 6.970648255699119861e-07
2.419919919919919948e+00 9.071609305700928340e-04 6.689412785647225672e-07	2.419919919919919948e+00 9.071609305700928340e-04 6.689412785647225672e-07
2.424924924924924952e+00 8.859775815493380145e-04 6.422690302658196598e-07	2.424924924924924952e+00 8.859775815493380145e-04 6.422690302658196598e-07
2.429929929929929955e+00 8.655950771647546570e-04 6.169565396781995663e-07	2.429929929929929955e+00 8.655950771647546570e-04 6.169565396781995663e-07
2.434934934934934958e+00 8.459724059223638210e-04 5.929190896983495174e-07	2.434934934934934958e+00 8.459724059223638210e-04 5.929190896983495174e-07
2.439939939939939961e+00 8.270711794393098429e-04 5.700782009371861201e-07	2.439939939939939961e+00 8.270711794393098429e-04 5.700782009371861201e-07
2.444944944944944965e+00 8.088554324403450686e-04 5.483611024524302034e-07	2.444944944944944965e+00 8.088554324403450686e-04 5.483611024524302034e-07
2.449949949949949968e+00 7.912914403843621797e-04 5.277002532402214142e-07	2.449949949949949968e+00 7.912914403843621797e-04 5.277002532402214142e-07
2.454954954954954971e+00 7.743475529631189697e-04 5.080329090666081244e-07	2.454954954954954971e+00 7.743475529631189697e-04 5.080329090666081244e-07
2.459959959959959974e+00 7.579940419093436242e-04 4.893007298558985415e-07	2.459959959959959974e+00 7.579940419093436242e-04 4.893007298558985415e-07
2.464964964964964977e+00 7.422029617226585073e-04 4.714494234078367036e-07	2.464964964964964977e+00 7.422029617226585073e-04 4.714494234078367036e-07
2.469969969969969981e+00 7.269480220724258571e-04 4.544284217004172778e-07	2.469969969969969981e+00 7.269480220724258571e-04 4.544284217004172778e-07
2.474974974974974984e+00 7.122044707692785134e-04 4.381905864594084788e-07	2.474974974974974984e+00 7.122044707692785134e-04 4.381905864594084788e-07
2.479979979979979987e+00 6.979489863142851209e-04 4.226919410476202272e-07	2.479979979979979987e+00 6.979489863142851209e-04 4.226919410476202272e-07
2.484984984984984990e+00 6.841595791381409200e-04 4.078914260534061879e-07	2.484984984984984990e+00 6.841595791381409200e-04 4.078914260534061879e-07
2.489989989989989994e+00 6.708155007344327120e-04 3.937506762450096856e-07	2.489989989989989994e+00 6.708155007344327120e-04 3.937506762450096856e-07
2.494994994994994997e+00 6.578971599722488331e-04 3.802338168102046259e-07	2.494994994994994997e+00 6.578971599722488331e-04 3.802338168102046259e-07
2.500000000000000000e+00 6.453860459454812152e-04 3.673072770236204075e-07	2.500000000000000000e+00 6.453860459454812152e-04 3.673072770236204075e-07
